5x5;ca946c9a-01bf-4d32-b34d-3abeb9b03f29;Ex-Diff;0
5x5;ca946c9a-01bf-4d32-b34d-3abeb9b03f29;Ex-WholeLine;0
5x5;ca946c9a-01bf-4d32-b34d-3abeb9b03f29;B-Diff;-2
5x5;ca946c9a-01bf-4d32-b34d-3abeb9b03f29;B-EditDist;-2
5x5;ca946c9a-01bf-4d32-b34d-3abeb9b03f29;B-WholeLine;-2
5x5;a85febf4-1622-4cf4-b1f5-248ba50e6c99;Ex-Diff;0
5x5;a85febf4-1622-4cf4-b1f5-248ba50e6c99;Ex-WholeLine;-2
5x5;a85febf4-1622-4cf4-b1f5-248ba50e6c99;B-Diff;0
5x5;a85febf4-1622-4cf4-b1f5-248ba50e6c99;B-EditDist;0
5x5;a85febf4-1622-4cf4-b1f5-248ba50e6c99;B-WholeLine;-2
5x5;d3fb7de2-4fe6-441f-b6b1-71a3002f7b0d;Ex-Diff;0
5x5;d3fb7de2-4fe6-441f-b6b1-71a3002f7b0d;Ex-WholeLine;0
5x5;d3fb7de2-4fe6-441f-b6b1-71a3002f7b0d;B-Diff;0
5x5;d3fb7de2-4fe6-441f-b6b1-71a3002f7b0d;B-EditDist;0
5x5;d3fb7de2-4fe6-441f-b6b1-71a3002f7b0d;B-WholeLine;-2
5x5;05b0b245-3ba1-4b67-80bd-b3ea00f199a5;Ex-Diff;0
5x5;05b0b245-3ba1-4b67-80bd-b3ea00f199a5;Ex-WholeLine;0
5x5;05b0b245-3ba1-4b67-80bd-b3ea00f199a5;B-Diff;-2
5x5;05b0b245-3ba1-4b67-80bd-b3ea00f199a5;B-EditDist;-4
5x5;05b0b245-3ba1-4b67-80bd-b3ea00f199a5;B-WholeLine;-3
5x5;9da6ac31-97a4-4f3d-97c2-5390cb35b069;Ex-Diff;0
5x5;9da6ac31-97a4-4f3d-97c2-5390cb35b069;Ex-WholeLine;-2
5x5;9da6ac31-97a4-4f3d-97c2-5390cb35b069;B-Diff;0
5x5;9da6ac31-97a4-4f3d-97c2-5390cb35b069;B-EditDist;0
5x5;9da6ac31-97a4-4f3d-97c2-5390cb35b069;B-WholeLine;-2
5x5;72dd9d25-6e70-4f22-af1f-19b268add85e;Ex-Diff;0
5x5;72dd9d25-6e70-4f22-af1f-19b268add85e;Ex-WholeLine;-1
5x5;72dd9d25-6e70-4f22-af1f-19b268add85e;B-Diff;0
5x5;72dd9d25-6e70-4f22-af1f-19b268add85e;B-EditDist;0
5x5;72dd9d25-6e70-4f22-af1f-19b268add85e;B-WholeLine;-2
5x5;a5231910-17f7-4525-997e-4ae983cbe980;Ex-Diff;0
