10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;0;-6
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;1;-6
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;2;-4
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;3;-4
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;4;-3
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;5;-2
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;6;-2
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;7;-2
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;8;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;9;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;10;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;11;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;12;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;13;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;14;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;15;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;16;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;17;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;18;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;19;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;20;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;21;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;22;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;23;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;24;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;25;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;26;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;27;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;28;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;29;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;30;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;31;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;32;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;33;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;34;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;35;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;36;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;37;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;38;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;39;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;40;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;41;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;42;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;43;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;44;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;45;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;46;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;47;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;48;-1
10x10;b256c9fa-5c95-423a-a2ee-5bed6fe60060;49;-1
